,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name,most_common_genre
85,0.457,0.773,2,-6.957,1,0.233,0.453,0.0,0.729,0.402,154.012,1ql24CwT4y5pZjAJRhpY5a,spotify:track:1ql24CwT4y5pZjAJRhpY5a,272640,4,3,Solo tú,['cuarteto'],La Mona Jimenez,cuarteto
86,0.529,0.83,9,-5.835,0,0.0685,0.083,0.0,0.932,0.748,153.208,1QZ5uqBDf91CsilGfbdV1H,spotify:track:1QZ5uqBDf91CsilGfbdV1H,222000,4,3,Mujer y amante,['cuarteto'],La Mona Jimenez,cuarteto
87,0.635,0.932,7,-4.579,0,0.0551,0.0614,0.0,0.325,0.765,158.169,6jeLIi9FBD9RngKkB0dA9p,spotify:track:6jeLIi9FBD9RngKkB0dA9p,177387,4,1,La enamorada,['cuarteto'],La Mona Jimenez,cuarteto
88,0.561,0.844,7,-6.304,1,0.0395,0.0195,0.0,0.218,0.431,155.171,612OE51Cj1KpdftBnz8fii,spotify:track:612OE51Cj1KpdftBnz8fii,233040,4,1,Hiciste de mí,['cuarteto'],La Mona Jimenez,cuarteto
89,0.531,0.773,5,-7.604,0,0.0352,0.301,0.0,0.892,0.525,147.068,5SF7VXDHGiNi6tIVR27xZX,spotify:track:5SF7VXDHGiNi6tIVR27xZX,326520,4,1,Madre Soltera,['cuarteto'],La Mona Jimenez,cuarteto
90,0.443,0.75,0,-8.357,0,0.153,0.296,0.0,0.941,0.769,199.965,4XDRx47bXeQ5paHshDuVFp,spotify:track:4XDRx47bXeQ5paHshDuVFp,290960,4,1,Amigos,['cuarteto'],La Mona Jimenez,cuarteto
91,0.669,0.879,11,-5.968,1,0.0977,0.281,0.0,0.15,0.657,150.179,0vV3UvotpuHNC3mmKbUpSS,spotify:track:0vV3UvotpuHNC3mmKbUpSS,303253,4,3,Beso a beso,['cuarteto'],La Mona Jimenez,cuarteto
92,0.627,0.666,6,-9.257,0,0.0415,0.456,0.0,0.142,0.607,150.037,5BuOPzsK83GAbPS0RZ7ZE5,spotify:track:5BuOPzsK83GAbPS0RZ7ZE5,238960,4,2,La mujer de él,['cuarteto'],La Mona Jimenez,cuarteto
93,0.644,0.753,0,-8.465,0,0.11,0.235,0.0,0.096,0.719,146.809,4olCAbJe3Ijw0lVgwxmwhH,spotify:track:4olCAbJe3Ijw0lVgwxmwhH,245880,4,2,Mi querida ma!,['cuarteto'],La Mona Jimenez,cuarteto
94,0.527,0.888,4,-5.547,1,0.161,0.153,0.0,0.985,0.697,74.994,37UZqLJysWN8zACpPtbTAj,spotify:track:37UZqLJysWN8zACpPtbTAj,225467,4,2,Despierta corazón,['cuarteto'],La Mona Jimenez,cuarteto
95,0.549,0.858,8,-6.22,1,0.126,0.0896,0.0,0.933,0.578,148.189,1l37umpskERwAm7Cpl5zbV,spotify:track:1l37umpskERwAm7Cpl5zbV,184147,4,2,Visita fantasma,['cuarteto'],La Mona Jimenez,cuarteto
96,0.486,0.956,5,-6.349,1,0.253,0.162,0.0,0.932,0.65,144.958,2wumYxMsFw0jfceJYHiocH,spotify:track:2wumYxMsFw0jfceJYHiocH,193160,4,2,Paloma loca,['cuarteto'],La Mona Jimenez,cuarteto
97,0.487,0.869,0,-6.071,1,0.0925,0.487,0.0,0.945,0.563,150.07,3VeGpYN9xuWZI0OIPh1h8u,spotify:track:3VeGpYN9xuWZI0OIPh1h8u,265600,4,2,28 de diciembre,['cuarteto'],La Mona Jimenez,cuarteto
98,0.375,0.698,7,-6.702,0,0.0573,0.197,0.0,0.988,0.613,82.135,6TheBeZd5E0NDHRUuvYLs0,spotify:track:6TheBeZd5E0NDHRUuvYLs0,329507,4,2,Corren corren los segundos,['cuarteto'],La Mona Jimenez,cuarteto
99,0.504,0.947,4,-6.941,0,0.233,0.113,0.0,0.982,0.664,146.039,4sVEoWwh0kjipzZ9UGvSz9,spotify:track:4sVEoWwh0kjipzZ9UGvSz9,331160,4,2,Ramito de violetas,['cuarteto'],La Mona Jimenez,cuarteto
100,0.607,0.828,5,-5.622,0,0.123,0.409,0.0,0.963,0.731,151.037,5FPARFgxbEdTIsEKxL3JQj,spotify:track:5FPARFgxbEdTIsEKxL3JQj,273560,4,2,Nuestro estilo cordobés,['cuarteto'],La Mona Jimenez,cuarteto
101,0.524,0.94,0,-5.913,1,0.0959,0.157,0.0,0.991,0.706,148.004,3pFK6tzCVyftvSQ2tMgrNk,spotify:track:3pFK6tzCVyftvSQ2tMgrNk,238427,4,2,Amor de mañana,['cuarteto'],La Mona Jimenez,cuarteto
102,0.507,0.877,2,-5.963,0,0.224,0.35,0.0,0.95,0.596,150.009,6SbDsZ7cv06KYxSHkBWmkS,spotify:track:6SbDsZ7cv06KYxSHkBWmkS,302187,4,2,El bohemio,['cuarteto'],La Mona Jimenez,cuarteto
103,0.421,0.914,4,-6.592,0,0.434,0.309,0.0,0.908,0.503,149.881,0le2wnyfGIPP9f5jnE5ppD,spotify:track:0le2wnyfGIPP9f5jnE5ppD,334160,4,2,Qué tal Pascual / Un día te dije,['cuarteto'],La Mona Jimenez,cuarteto
104,0.653,0.449,8,-14.334,1,0.059,0.0477,0.0,0.0842,0.611,135.084,5mAUbTJ4yZwM40n6UWZrpT,spotify:track:5mAUbTJ4yZwM40n6UWZrpT,259573,4,1,Lo Que Ha Pasado Anoche,['cuarteto'],La Mona Jimenez,cuarteto
105,0.748,0.595,2,-13.729,0,0.0473,0.252,0.0,0.064,0.928,136.957,10v9ANbk65F85FE7XviLyo,spotify:track:10v9ANbk65F85FE7XviLyo,230133,4,1,Jaque Mate,['cuarteto'],La Mona Jimenez,cuarteto
106,0.583,0.938,4,-5.665,0,0.299,0.0275,0.0,0.977,0.79,150.011,30KpUcPioW9NqIEi5g3OE5,spotify:track:30KpUcPioW9NqIEi5g3OE5,193987,4,1,No Pachanga Naninga,['cuarteto'],La Mona Jimenez,cuarteto
107,0.728,0.719,0,-9.07,1,0.081,0.0563,0.0,0.308,0.756,138.161,6ZsZffWcrqL0nADb5bQax7,spotify:track:6ZsZffWcrqL0nADb5bQax7,219667,4,1,No Soy Dios Para Perdonar,['cuarteto'],La Mona Jimenez,cuarteto
108,0.645,0.87,5,-5.758,1,0.0399,0.0609,0.0,0.073,0.894,150.102,537bIbWL67J8tX9Yg3sLTo,spotify:track:537bIbWL67J8tX9Yg3sLTo,247627,4,2,Si yo fuera mujer,['cuarteto'],La Mona Jimenez,cuarteto
109,0.604,0.856,4,-4.634,0,0.0824,0.0258,0.0,0.242,0.589,154.186,2Bdd9RImBYNN8lo5mBtCzi,spotify:track:2Bdd9RImBYNN8lo5mBtCzi,168387,4,2,Si te vas,['cuarteto'],La Mona Jimenez,cuarteto
110,0.652,0.812,7,-4.585,0,0.0453,0.469,0.0,0.0703,0.681,150.177,4CmThS0whmclA7o1aTVGRz,spotify:track:4CmThS0whmclA7o1aTVGRz,248987,4,2,Dueño de tu sueño,['cuarteto'],La Mona Jimenez,cuarteto
111,0.749,0.901,9,-3.899,1,0.222,0.321,0.0,0.352,0.831,76.541,5G6Ox8WOURx4ItsGfKLgEn,spotify:track:5G6Ox8WOURx4ItsGfKLgEn,208307,4,2,El sangrión,['cuarteto'],La Mona Jimenez,cuarteto
112,0.387,0.744,4,-6.502,1,0.0663,0.215,0.0,0.363,0.729,138.856,3iSWwPVIu4klDQZRWXCCow,spotify:track:3iSWwPVIu4klDQZRWXCCow,269200,4,1,Abusadora,['cuarteto'],La Mona Jimenez,cuarteto
113,0.512,0.392,7,-11.191,0,0.0301,0.319,0.0,0.103,0.702,143.22,2OmxrjkRV7Gurh257MX3Uq,spotify:track:2OmxrjkRV7Gurh257MX3Uq,201822,4,1,Ella a Él,['cuarteto'],La Mona Jimenez,cuarteto
114,0.57,0.638,7,-8.108,0,0.0318,0.438,0.0,0.933,0.784,141.739,0FobImE6pk4q9HguDhM0hu,spotify:track:0FobImE6pk4q9HguDhM0hu,217053,4,1,La Mona Es Como Usted - Live,['cuarteto'],La Mona Jimenez,cuarteto
115,0.706,0.709,7,-8.34,1,0.0333,0.349,0.0,0.252,0.943,139.798,0DKtE7Ku5EbIQeefZONaeX,spotify:track:0DKtE7Ku5EbIQeefZONaeX,203827,4,1,El Divorcio,['cuarteto'],La Mona Jimenez,cuarteto
116,0.763,0.597,0,-9.128,0,0.0473,0.155,0.0,0.117,0.635,117.068,5rnBoscl3gBnfuO8pjDT9m,spotify:track:5rnBoscl3gBnfuO8pjDT9m,320627,4,1,Bobby,['cuarteto'],La Mona Jimenez,cuarteto
117,0.629,0.599,11,-7.864,1,0.028,0.351,0.0,0.299,0.852,138.052,42qSpG6qaRh8pNHQjG7GAl,spotify:track:42qSpG6qaRh8pNHQjG7GAl,216267,4,1,El tordo,['cuarteto'],La Mona Jimenez,cuarteto
118,0.63,0.564,0,-8.453,0,0.0288,0.404,0.0,0.217,0.866,146.692,0MFeEtKL0pIShyUJ0GluZM,spotify:track:0MFeEtKL0pIShyUJ0GluZM,208067,4,1,Tu Príncipe Azul,['cuarteto'],La Mona Jimenez,cuarteto
119,0.595,0.887,7,-5.364,0,0.0347,0.0585,0.0,0.964,0.71,147.021,1SLqFxGcQD6S2NmJOTB4jN,spotify:track:1SLqFxGcQD6S2NmJOTB4jN,231640,4,1,Celosa,['cuarteto'],La Mona Jimenez,cuarteto
120,0.637,0.907,1,-5.523,1,0.0315,0.024,0.0,0.951,0.914,154.044,0nbkjHTtTT9yYgEfgxy7nW,spotify:track:0nbkjHTtTT9yYgEfgxy7nW,192040,4,1,La Chica De La Mochila,['cuarteto'],La Mona Jimenez,cuarteto
121,0.586,0.89,9,-5.592,0,0.0933,0.0668,0.0,0.974,0.695,147.059,6tuHK75VScyrxlgAww342a,spotify:track:6tuHK75VScyrxlgAww342a,214560,4,1,Telegrama De Despido,['cuarteto'],La Mona Jimenez,cuarteto
122,0.669,0.895,9,-3.876,0,0.105,0.168,0.0,0.0416,0.852,152.04,2cRYNnetnT2XHDqPLNiWib,spotify:track:2cRYNnetnT2XHDqPLNiWib,250467,4,1,El Renegado,['cuarteto'],La Mona Jimenez,cuarteto
123,0.69,0.836,0,-4.221,1,0.029,0.105,2.18e-06,0.288,0.657,147.004,285PmAMWSGEmHBbbOcihz7,spotify:track:285PmAMWSGEmHBbbOcihz7,191640,4,1,Locura Total,['cuarteto'],La Mona Jimenez,cuarteto
124,0.617,0.823,7,-3.575,0,0.0388,0.109,0.0,0.363,0.765,145.989,79SUz5Hvwpyyuk4E8CyvLP,spotify:track:79SUz5Hvwpyyuk4E8CyvLP,266640,4,1,Mary La Del Burdel,['cuarteto'],La Mona Jimenez,cuarteto
125,0.629,0.809,2,-5.557,1,0.0649,0.0703,0.0,0.0765,0.689,146.989,1M5nUEtZNWpcof3zHAFWwS,spotify:track:1M5nUEtZNWpcof3zHAFWwS,245000,4,1,La Luna,['cuarteto'],La Mona Jimenez,cuarteto
126,0.651,0.897,0,-5.047,0,0.04,0.0931,0.0,0.468,0.706,147.111,0sZvALn2u8E48SATOXazaw,spotify:track:0sZvALn2u8E48SATOXazaw,220200,4,1,Te Aprendi A Amar,['cuarteto'],La Mona Jimenez,cuarteto
127,0.57,0.928,0,-4.267,1,0.159,0.064,0.0,0.348,0.623,151.972,3yAJfhOQPIwUY7mHqfjndZ,spotify:track:3yAJfhOQPIwUY7mHqfjndZ,279013,4,1,Solo Contigo (Entre Tu Cuerpo Y El Mio),['cuarteto'],La Mona Jimenez,cuarteto
128,0.637,0.891,4,-4.039,0,0.0512,0.11,0.0,0.451,0.636,148.169,7ae94PKytvaIJOwhMnalZf,spotify:track:7ae94PKytvaIJOwhMnalZf,221787,4,1,El Rockero Miguel,['cuarteto'],La Mona Jimenez,cuarteto
129,0.631,0.94,5,-4.34,0,0.0761,0.194,0.0,0.0673,0.817,150.073,09O9vdg73P50pPHC2FiWzV,spotify:track:09O9vdg73P50pPHC2FiWzV,286493,4,1,Lluvia,['cuarteto'],La Mona Jimenez,cuarteto
130,0.689,0.763,2,-5.74,0,0.131,0.175,0.0,0.121,0.791,109.967,7HcNvF8Gv3XiFXyXCC4A6c,spotify:track:7HcNvF8Gv3XiFXyXCC4A6c,248947,4,2,Cárcel a un valiente,['cuarteto'],La Mona Jimenez,cuarteto
131,0.586,0.776,0,-5.461,0,0.0315,0.0831,0.0,0.252,0.597,148.033,55hjjkh5faMR2oAruk3xru,spotify:track:55hjjkh5faMR2oAruk3xru,194467,4,2,Me muero por ella,['cuarteto'],La Mona Jimenez,cuarteto
132,0.739,0.449,7,-18.622,0,0.0484,0.126,0.0,0.246,0.824,140.028,3TWhrIROYImWkVVnah45VU,spotify:track:3TWhrIROYImWkVVnah45VU,242808,4,1,Destino Cruel,['cuarteto'],La Mona Jimenez,cuarteto
133,0.775,0.461,0,-15.522,1,0.05,0.11,6.27e-06,0.321,0.697,140.076,2uCVPqrSVUpEfC3gLWytUa,spotify:track:2uCVPqrSVUpEfC3gLWytUa,209450,4,1,Tengo Tu Amor,['cuarteto'],La Mona Jimenez,cuarteto
134,0.717,0.458,0,-16.143,1,0.0729,0.243,0.0,0.0805,0.716,136.999,4gMHcMVpnO5Bzm2DstXYyD,spotify:track:4gMHcMVpnO5Bzm2DstXYyD,295941,4,1,Informe Policial,['cuarteto'],La Mona Jimenez,cuarteto
135,0.649,0.41,11,-17.116,1,0.0335,0.109,0.0,0.223,0.673,138.053,7KoyEA2CC72dhWnGTU27Bq,spotify:track:7KoyEA2CC72dhWnGTU27Bq,268748,4,1,Intentemos,['cuarteto'],La Mona Jimenez,cuarteto
136,0.741,0.738,0,-7.967,1,0.104,0.0358,0.0,0.307,0.751,145.095,4TVJqfSW4ohBQsyH4ayin1,spotify:track:4TVJqfSW4ohBQsyH4ayin1,246013,4,1,Ven a Vivir Conmigo,['cuarteto'],La Mona Jimenez,cuarteto
137,0.675,0.579,7,-7.965,0,0.0945,0.246,0.0,0.173,0.612,144.957,6sxpjmXmnjL1XBNFGCjsww,spotify:track:6sxpjmXmnjL1XBNFGCjsww,267347,4,1,El Marginal,['cuarteto'],La Mona Jimenez,cuarteto
138,0.809,0.909,2,-4.354,1,0.107,0.391,0.0,0.0975,0.779,142.009,06WHI8UMxwVatRUuJwrOhp,spotify:track:06WHI8UMxwVatRUuJwrOhp,211600,4,2,El bum bum,['cuarteto'],La Mona Jimenez,cuarteto
139,0.66,0.894,7,-5.088,1,0.0598,0.09,0.0,0.246,0.89,150.09,6XOxkTDXk9z0beklIn9MRH,spotify:track:6XOxkTDXk9z0beklIn9MRH,185360,4,2,Colonia barata,['cuarteto'],La Mona Jimenez,cuarteto
140,0.62,0.853,0,-5.714,1,0.0422,0.0404,0.0,0.0884,0.605,150.031,6Es83FjDD83UvyUy5m0X74,spotify:track:6Es83FjDD83UvyUy5m0X74,237120,4,2,Se fue,['cuarteto'],La Mona Jimenez,cuarteto
141,0.608,0.672,7,-7.319,0,0.0668,0.187,0.0,0.0932,0.479,157.124,7KjeImEKsmTxS62yynYxSt,spotify:track:7KjeImEKsmTxS62yynYxSt,185707,4,1,El suicida,['cuarteto'],La Mona Jimenez,cuarteto
142,0.647,0.539,10,-10.088,0,0.0786,0.109,0.0,0.0832,0.597,159.081,0vP0rVWSazK1yM9HD6RwHm,spotify:track:0vP0rVWSazK1yM9HD6RwHm,208320,4,1,Qué grande te queda,['cuarteto'],La Mona Jimenez,cuarteto
143,0.553,0.78,8,-6.746,0,0.0572,0.0825,0.0,0.108,0.636,159.916,0O0IdNHXtowo1mAD1PUlCm,spotify:track:0O0IdNHXtowo1mAD1PUlCm,232160,4,1,Sé que te enamorarás,['cuarteto'],La Mona Jimenez,cuarteto
144,0.508,0.69,7,-8.135,1,0.0421,0.0519,0.0,0.123,0.512,160.093,3rJrDZegq3CiSOsUPDX77x,spotify:track:3rJrDZegq3CiSOsUPDX77x,204827,4,1,Seguí en carrera,['cuarteto'],La Mona Jimenez,cuarteto
145,0.703,0.711,2,-8.84,1,0.0823,0.206,0.0,0.217,0.758,160.005,0fCfqJhlJ74wl1O4NmSVkx,spotify:track:0fCfqJhlJ74wl1O4NmSVkx,189267,4,1,El guapachozo,['cuarteto'],La Mona Jimenez,cuarteto
146,0.687,0.903,7,-10.958,1,0.0687,0.313,2.19e-05,0.965,0.966,143.775,0OQkAzchED1uXORkCO1wqm,spotify:track:0OQkAzchED1uXORkCO1wqm,240600,4,1,Ahogadito - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
147,0.432,0.53,0,-11.019,1,0.0388,0.132,2.13e-06,0.719,0.636,136.356,06apBTT9pmfSN1ioDa1BE4,spotify:track:06apBTT9pmfSN1ioDa1BE4,267227,4,1,Luis - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
148,0.29,0.681,11,-6.802,0,0.0363,0.252,0.0,0.662,0.613,141.241,3DCOvmYPbaJ9EdMbl3G180,spotify:track:3DCOvmYPbaJ9EdMbl3G180,215800,4,1,Oh Mami - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
149,0.495,0.72,5,-8.38,1,0.0702,0.383,0.0,0.841,0.72,138.15,5iH1LuJAXVadg4p4GZQkVB,spotify:track:5iH1LuJAXVadg4p4GZQkVB,305389,4,1,Fiesta para dos,['cuarteto'],La Mona Jimenez,cuarteto
150,0.413,0.653,4,-6.032,0,0.0368,0.461,0.0,0.155,0.817,146.938,2aNymSaQUITAOnZWgZgnc4,spotify:track:2aNymSaQUITAOnZWgZgnc4,199960,4,1,La Mona Es un Muchacho de Barrio,['cuarteto'],La Mona Jimenez,cuarteto
151,0.479,0.664,0,-3.608,1,0.0296,0.339,0.0,0.116,0.584,136.662,4huDyihm2NyXchfvIK1aFg,spotify:track:4huDyihm2NyXchfvIK1aFg,193427,4,1,Calla Chiquitín,['cuarteto'],La Mona Jimenez,cuarteto
152,0.483,0.588,11,-4.509,0,0.0294,0.498,0.0,0.0948,0.806,142.006,5IxeChJJwVWPiGdlomBOzA,spotify:track:5IxeChJJwVWPiGdlomBOzA,212840,4,1,Amor Pecador,['cuarteto'],La Mona Jimenez,cuarteto
153,0.394,0.696,2,-4.596,0,0.0286,0.367,0.0,0.115,0.759,140.506,4NQ3yfERkIX605uM6X7zzs,spotify:track:4NQ3yfERkIX605uM6X7zzs,217373,4,1,Pobres y Ricos,['cuarteto'],La Mona Jimenez,cuarteto
154,0.365,0.887,8,-5.455,1,0.154,0.0505,0.0,0.523,0.509,76.691,3FKa6b0cRdZOJFKw4G7pjK,spotify:track:3FKa6b0cRdZOJFKw4G7pjK,305733,4,2,Amor de compra y venta,['cuarteto'],La Mona Jimenez,cuarteto
155,0.673,0.641,2,-10.621,0,0.123,0.355,9.1e-06,0.972,0.935,149.208,7ErQosMEgLklgNS30Oin4j,spotify:track:7ErQosMEgLklgNS30Oin4j,161960,4,1,La Pupera - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
156,0.735,0.611,7,-12.64,1,0.0491,0.211,3.77e-06,0.933,0.873,140.06,5w3eNdF1yjpkz6xKzS2azP,spotify:track:5w3eNdF1yjpkz6xKzS2azP,297760,4,1,Historia Fatal - Live Version,['cuarteto'],La Mona Jimenez,cuarteto
157,0.566,0.463,4,-13.157,0,0.0354,0.261,2.23e-05,0.737,0.468,144.374,6t8jWELv6P08Kx3qW914TQ,spotify:track:6t8jWELv6P08Kx3qW914TQ,200173,4,1,Tinta China - Live,['cuarteto'],La Mona Jimenez,cuarteto
158,0.425,0.87,9,-5.728,0,0.285,0.173,0.0,0.327,0.531,80.61,7dI8MgVYh1WVYiezSd4kHx,spotify:track:7dI8MgVYh1WVYiezSd4kHx,284253,4,1,A Que No - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
159,0.304,0.716,7,-5.774,0,0.034,0.312,0.0,0.482,0.527,79.473,7fbilPJIXQgpJtIcG7Eceq,spotify:track:7fbilPJIXQgpJtIcG7Eceq,222800,4,1,Tú - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
160,0.309,0.947,0,-4.708,1,0.163,0.399,0.0,0.573,0.594,161.164,3egItWjqS3vKrTKOd9YCkI,spotify:track:3egItWjqS3vKrTKOd9YCkI,302293,4,1,Me desespero - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
161,0.363,0.913,11,-5.804,0,0.0863,0.407,0.0,0.846,0.476,164.781,7fXqqODhAd4Qq4Pa3lI1XA,spotify:track:7fXqqODhAd4Qq4Pa3lI1XA,303107,4,1,Gira el mundo al revés - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
162,0.301,0.928,11,-4.503,0,0.183,0.276,0.0,0.977,0.541,165.349,7kURhOWmmB8KtfIkuuoU5e,spotify:track:7kURhOWmmB8KtfIkuuoU5e,430693,4,1,Escribele una carta - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
163,0.457,0.95,8,-1.77,1,0.174,0.168,0.0,0.352,0.509,155.091,6diUbF2anDArL3kaiQtVsG,spotify:track:6diUbF2anDArL3kaiQtVsG,250173,4,1,Que se siente,['cuarteto'],La Mona Jimenez,cuarteto
164,0.305,0.947,4,-2.159,0,0.101,0.0599,1.6e-06,0.886,0.447,78.016,1j6TYEdFkJ4B9iOnY3vtuq,spotify:track:1j6TYEdFkJ4B9iOnY3vtuq,353080,4,1,El león,['cuarteto'],La Mona Jimenez,cuarteto
165,0.324,0.979,7,-2.532,0,0.415,0.318,0.0,0.964,0.519,80.978,4dRpAb5vvcY48AbReLJa7A,spotify:track:4dRpAb5vvcY48AbReLJa7A,330507,4,1,Amor fantasma,['cuarteto'],La Mona Jimenez,cuarteto
166,0.343,0.928,4,-2.23,1,0.248,0.17,0.0,0.925,0.562,80.678,6QuP2qOG1hZVofpT5x1HnC,spotify:track:6QuP2qOG1hZVofpT5x1HnC,192027,4,1,Después de un año,['cuarteto'],La Mona Jimenez,cuarteto
167,0.317,0.972,9,-0.767,0,0.269,0.282,0.0,0.96,0.489,154.958,0hXPwJmcnuQef9r3En2Xl1,spotify:track:0hXPwJmcnuQef9r3En2Xl1,344893,4,1,Quién Se Tomó Todo el Vino - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
168,0.41,0.949,2,-0.942,0,0.0625,0.153,7.36e-06,0.815,0.604,78.389,0qe2gFKS5vVLVMLm7S6Oms,spotify:track:0qe2gFKS5vVLVMLm7S6Oms,358160,4,1,Estrella de la Mañana - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
169,0.306,0.937,4,-1.742,0,0.152,0.401,0.0,0.802,0.465,159.24,6TAVcviSOyfhRMBvCjxMyN,spotify:track:6TAVcviSOyfhRMBvCjxMyN,335907,4,1,Quédate - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
170,0.328,0.938,0,-2.244,1,0.108,0.037,2.73e-06,0.397,0.227,159.399,7Ib3TPS6lgqyzpoe9Yf5CV,spotify:track:7Ib3TPS6lgqyzpoe9Yf5CV,396440,4,1,Vive,['cuarteto'],La Mona Jimenez,cuarteto
171,0.613,0.834,8,-7.353,1,0.123,0.352,0.0,0.252,0.73,150.194,1TBX2sNZRicLvlOzM88rhv,spotify:track:1TBX2sNZRicLvlOzM88rhv,241626,4,2,El tren de las nubes - La negra,['cuarteto'],La Mona Jimenez,cuarteto
172,0.605,0.852,5,-5.869,0,0.0445,0.26,0.0,0.0735,0.779,147.14,6s3nsSzYZrSFc3t6huBwi0,spotify:track:6s3nsSzYZrSFc3t6huBwi0,243107,4,2,Ruleta rusa,['cuarteto'],La Mona Jimenez,cuarteto
173,0.635,0.845,0,-4.78,1,0.0371,0.177,0.0,0.138,0.75,148.067,2uHKxH9W5zGlEb4zKBzRcG,spotify:track:2uHKxH9W5zGlEb4zKBzRcG,204600,4,2,La reina de la mentira,['cuarteto'],La Mona Jimenez,cuarteto
174,0.655,0.629,9,-8.008,0,0.0313,0.229,0.0,0.213,0.562,95.027,47YOWtUVpWFv6ipAHJasNH,spotify:track:47YOWtUVpWFv6ipAHJasNH,234560,4,2,El ruego de la nena,['cuarteto'],La Mona Jimenez,cuarteto
175,0.619,0.907,9,-4.054,0,0.046,0.195,0.0,0.453,0.678,147.052,5gLvMXI8jcwisVqz26gQLW,spotify:track:5gLvMXI8jcwisVqz26gQLW,225987,4,2,La novia blanca,['cuarteto'],La Mona Jimenez,cuarteto
176,0.607,0.834,9,-6.166,0,0.0561,0.346,0.0,0.291,0.656,146.935,2PXF95x9v16rBvLSZstVCa,spotify:track:2PXF95x9v16rBvLSZstVCa,263466,4,2,Dos x uno,['cuarteto'],La Mona Jimenez,cuarteto
177,0.654,0.905,0,-4.91,1,0.11,0.201,0.0,0.141,0.742,150.02,5i2OLSoMJ5L4xeM7Udt9Xk,spotify:track:5i2OLSoMJ5L4xeM7Udt9Xk,254853,4,2,El loco perdido,['cuarteto'],La Mona Jimenez,cuarteto
178,0.673,0.561,7,-6.318,0,0.0327,0.346,0.0,0.035,0.91,145.9,5p9XKMbVJuo9INIDKn0rHd,spotify:track:5p9XKMbVJuo9INIDKn0rHd,191400,4,1,Agujita De Oro,['cuarteto'],La Mona Jimenez,cuarteto
179,0.577,0.527,9,-6.969,1,0.0282,0.286,0.0,0.0635,0.599,142.463,1Iz9izb8eRXlSjQlGAdFXY,spotify:track:1Iz9izb8eRXlSjQlGAdFXY,217800,4,1,Vuela Más Alto Que Tú,['cuarteto'],La Mona Jimenez,cuarteto
180,0.598,0.489,4,-8.296,0,0.0299,0.152,0.0,0.0635,0.857,142.61,5ylmIYL1tlAfaMT6ZMgN08,spotify:track:5ylmIYL1tlAfaMT6ZMgN08,188600,4,1,Se Lo Juro Vieja,['cuarteto'],La Mona Jimenez,cuarteto
181,0.418,0.866,2,-7.392,0,0.0567,0.316,0.0,0.936,0.67,144.777,0Iieuxy3yOBK2QSW0MisRf,spotify:track:0Iieuxy3yOBK2QSW0MisRf,229506,4,1,Nueve y Media,['cuarteto'],La Mona Jimenez,cuarteto
182,0.696,0.585,7,-6.666,0,0.0571,0.55,0.0,0.11,0.778,106.932,3QXevipMyXOI5BeLqtlX1J,spotify:track:3QXevipMyXOI5BeLqtlX1J,236173,4,1,La Prisión,['cuarteto'],La Mona Jimenez,cuarteto
183,0.527,0.718,7,-6.38,0,0.0275,0.208,0.0,0.938,0.629,147.164,7nEgcMEjETXl6Au1GYTzDA,spotify:track:7nEgcMEjETXl6Au1GYTzDA,168867,4,1,Goma de Mascar - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
184,0.475,0.708,7,-6.216,1,0.0315,0.429,0.0,0.736,0.536,145.239,5AzetKR61TzPVL0am0Aw53,spotify:track:5AzetKR61TzPVL0am0Aw53,247280,4,1,Libertad - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
185,0.616,0.504,4,-10.365,1,0.0255,0.11,0.0,0.0792,0.52,82.995,56sNIrNtkNqLpHwUsb4f3J,spotify:track:56sNIrNtkNqLpHwUsb4f3J,331987,4,1,Con Tu Modo de Amar,['cuarteto'],La Mona Jimenez,cuarteto
186,0.593,0.444,0,-11.047,0,0.0508,0.127,0.0,0.23,0.55,165.928,3BUwRcaMjeqoM1NbPZ7ZAv,spotify:track:3BUwRcaMjeqoM1NbPZ7ZAv,216907,4,1,La Carta,['cuarteto'],La Mona Jimenez,cuarteto
187,0.607,0.787,0,-6.962,1,0.0682,0.268,0.0,0.0439,0.72,155.73,7irMd7mxq4Gbojgsjm3bRT,spotify:track:7irMd7mxq4Gbojgsjm3bRT,258067,4,1,La vi - En Vivo,['cuarteto'],La Mona Jimenez,cuarteto
